fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.8,0.7,0.06,1.9,0.079,High,35,Medium,Normal,0.69,10.9,Decent
6.1,0.64,0.02,2.4,0.069,Unknown,46,Low,Normal,0.45,11,Decent
7.5,0.59,0.22,1.8,0.082,Unknown,60,Low,Very Accidic,0.42,9.2,Decent
7,0.58,0.28,4.8,0.085,Medium,69,Medium,Normal,0.7,11,Fine
6.8,0.64,0,2.7,0.123,High,33,Low,Normal,0.63,11.3,Fine
6.8,0.64,0,2.7,0.123,High,33,Low,Normal,0.63,11.3,Fine
8.6,0.635,0.68,1.8,0.403,High,56,Medium,Very Accidic,1.15,9.3,Decent
6.3,1.02,0,2,0.083,High,24,Low,Very Basic,0.55,11.2,Fair
9.8,0.45,0.38,2.5,0.081,Unknown,66,High,Normal,0.58,9.8,Decent
8.2,0.78,0,2.2,0.089,Medium,26,High,Normal,0.46,9.6,Fair
8.5,0.37,0.32,1.8,0.066,Unknown,51,Low,Normal,0.72,11.8,Fine
7.2,0.57,0.05,2.3,0.081,High,36,Medium,Normal,0.6,10.3,Fine
7.2,0.57,0.05,2.3,0.081,High,36,Medium,Normal,0.6,10.3,Fine
10.4,0.43,0.5,2.3,0.068,Medium,19,Medium,Very Accidic,0.87,11.4,Fine
6.9,0.41,0.31,2,0.079,High,51,Medium,Normal,0.55,9.5,Fine
5.5,0.49,0.03,1.8,0.044,Unknown,87,Low,Very Basic,0.82,14,Great
5,0.38,0.01,1.6,0.048,Unknown,60,Low,Unknown,0.75,14,Fine
7.3,0.44,0.2,1.6,0.049,Unknown,64,Low,Normal,0.57,11.7,Fine
5.9,0.46,0,1.9,0.077,Unknown,44,Low,Very Basic,0.53,11.2,Decent
7.5,0.58,0.2,2,0.073,Unknown,44,Low,Very Accidic,0.43,9.3,Decent
7.8,0.58,0.13,2.1,0.102,High,36,Low,Normal,0.53,11.2,Fine
8,0.715,0.22,2.3,0.075,Medium,81,High,Normal,0.54,9.5,Fine
8.5,0.4,0.4,6.3,0.05,Low,10,Medium,Normal,0.56,12,Fair
7,0.69,0,1.9,0.114,Low,10,Medium,Normal,0.6,9.7,Fine
8,0.715,0.22,2.3,0.075,Medium,81,High,Normal,0.54,9.5,Fine
9.8,0.3,0.39,1.7,0.062,Low,9,Low,Normal,0.57,11.5,Good
7.1,0.46,0.2,1.9,0.077,Unknown,54,Low,Normal,0.64,10.4,Fine
7.1,0.46,0.2,1.9,0.077,Unknown,54,Low,Normal,0.64,10.4,Fine
7.9,0.765,0,2,0.084,Medium,22,Medium,Normal,0.68,10.9,Fine
8.7,0.63,0.28,2.7,0.096,High,69,High,Normal,0.63,10.2,Fine
7,0.42,0.19,2.3,0.071,High,36,Low,Normal,0.56,10.9,Decent
11.3,0.37,0.5,1.8,0.09,High,47,High,Normal,0.57,10.5,Decent
7.1,0.16,0.44,2.5,0.068,High,31,Low,Normal,0.54,12.4,Fine
8,0.6,0.08,2.6,0.056,Low,7,Low,Normal,0.37,13,Decent
7,0.6,0.3,4.5,0.068,High,110,Very High,Normal,1.17,10.2,Decent
7,0.6,0.3,4.5,0.068,High,110,Very High,Normal,1.17,10.2,Decent
7.6,0.74,0,1.9,0.1,Low,12,Low,Normal,0.59,11,Decent
8.2,0.635,0.1,2.1,0.073,Unknown,60,Medium,Normal,0.75,10.9,Fine
5.9,0.395,0.13,2.4,0.056,Medium,28,Low,Very Basic,0.67,12.4,Fine
7.5,0.755,0,1.9,0.084,Low,12,Medium,Normal,0.49,9.7,Fair
8.2,0.635,0.1,2.1,0.073,Unknown,60,Medium,Normal,0.75,10.9,Fine
6.6,0.63,0,4.3,0.093,Unknown,77.5,Low,Normal,0.45,9.5,Decent
6.6,0.63,0,4.3,0.093,Unknown,77.5,Low,Normal,0.45,9.5,Decent
7.2,0.53,0.14,2.1,0.064,High,29,Low,Normal,0.61,12.1,Fine
5.7,0.6,0,1.4,0.063,Medium,18,Low,Normal,0.56,12.2,Fine
7.6,1.58,0,2.1,0.137,Low,9,Low,Very Basic,0.4,10.9,Fair
5.2,0.645,0,2.15,0.08,High,28,Low,Unknown,0.61,12.5,Fine
6.7,0.86,0.07,2,0.1,High,57,Medium,Very Basic,0.74,11.7,Fine
9.1,0.37,0.32,2.1,0.064,Low,15,Medium,Normal,0.8,11.2,Fine
8,0.28,0.44,1.8,0.081,Unknown,68,Low,Normal,0.66,11.2,Decent
7.6,0.79,0.21,2.3,0.087,High,68,Low,Very Accidic,0.44,9.2,Decent
7.5,0.61,0.26,1.9,0.073,Unknown,88,Medium,Normal,0.53,9.8,Decent
9.7,0.69,0.32,2.5,0.088,Unknown,91,Very High,Normal,0.62,10.1,Decent
6.8,0.68,0.09,3.9,0.068,High,29,Low,Normal,0.52,11.1,Fair
9.7,0.69,0.32,2.5,0.088,Unknown,91,Very High,Normal,0.62,10.1,Decent
7,0.62,0.1,1.4,0.071,Unknown,63,Medium,Normal,0.61,9.2,Decent
7.5,0.61,0.26,1.9,0.073,Unknown,88,Medium,Normal,0.53,9.8,Decent
6.5,0.51,0.15,3,0.064,Medium,27,Low,Normal,0.59,12.8,Fine
8,1.18,0.21,1.9,0.083,Medium,41,Low,Normal,0.47,10.5,Decent
7,0.36,0.21,2.3,0.086,High,65,Low,Normal,0.54,10.1,Fine
7,0.36,0.21,2.4,0.086,Unknown,69,Low,Normal,0.53,10.1,Fine
7.5,0.63,0.27,2,0.083,High,91,Medium,Normal,0.58,9.8,Fine
5.4,0.74,0,1.2,0.041,High,46,Low,Unknown,0.59,12.5,Fine
9.9,0.44,0.46,2.2,0.091,Medium,41,Medium,Normal,0.69,11.9,Fine
7.5,0.63,0.27,2,0.083,High,91,Medium,Normal,0.58,9.8,Fine
9.1,0.76,0.68,1.7,0.414,High,64,Medium,Very Accidic,1.33,9.1,Fine
9.7,0.66,0.34,2.6,0.094,Medium,88,Very High,Normal,0.66,10.1,Decent
5,0.74,0,1.2,0.041,High,46,Low,Unknown,0.59,12.5,Fine
9.1,0.34,0.42,1.8,0.058,Medium,18,Low,Normal,0.55,11.4,Decent
9.1,0.36,0.39,1.8,0.06,High,55,Low,Normal,0.82,11,Good
6.7,0.46,0.24,1.7,0.077,High,34,Low,Normal,0.6,10.6,Fine
6.7,0.46,0.24,1.7,0.077,High,34,Low,Normal,0.6,10.6,Fine
6.7,0.46,0.24,1.7,0.077,High,34,Low,Normal,0.6,10.6,Fine
6.7,0.46,0.24,1.7,0.077,High,34,Low,Normal,0.6,10.6,Fine
6.5,0.52,0.11,1.8,0.073,Medium,38,Low,Normal,0.52,9.3,Decent
7.4,0.6,0.26,2.1,0.083,High,91,Medium,Normal,0.56,9.8,Fine
7.4,0.6,0.26,2.1,0.083,High,91,Medium,Normal,0.56,9.8,Fine
7.8,0.87,0.26,3.8,0.107,Unknown,67,Medium,Normal,0.46,9.2,Decent
8.4,0.39,0.1,1.7,0.075,Low,25,Medium,Very Accidic,0.43,9.7,Fine
9.1,0.775,0.22,2.2,0.079,Medium,48,High,Normal,0.51,9.6,Decent
7.2,0.835,0,2,0.166,Low,11,Medium,Normal,0.52,10,Decent
6.6,0.58,0.02,2.4,0.069,High,40,Low,Normal,0.66,12.6,Fine
6,0.5,0,1.4,0.057,High,26,Low,Normal,0.45,9.5,Decent
6,0.5,0,1.4,0.057,High,26,Low,Normal,0.45,9.5,Decent
6,0.5,0,1.4,0.057,High,26,Low,Normal,0.45,9.5,Decent
7.5,0.51,0.02,1.7,0.084,Medium,31,Low,Normal,0.54,10.5,Fine
7.5,0.51,0.02,1.7,0.084,Medium,31,Low,Normal,0.54,10.5,Fine
7.5,0.51,0.02,1.7,0.084,Medium,31,Low,Normal,0.54,10.5,Fine
7.6,0.54,0.02,1.7,0.085,High,31,Medium,Normal,0.51,10.4,Fine
7.5,0.51,0.02,1.7,0.084,Medium,31,Low,Normal,0.54,10.5,Fine
11.5,0.42,0.48,2.6,0.077,Medium,20,Very High,Very Accidic,0.53,11,Decent
8.2,0.44,0.24,2.3,0.063,Medium,28,Medium,Normal,0.53,10.2,Fine
6.1,0.59,0.01,2.1,0.056,Low,13,Low,Very Basic,0.56,11.4,Decent
7.2,0.655,0.03,1.8,0.078,Low,12,Medium,Normal,0.39,9.5,Decent
7.2,0.655,0.03,1.8,0.078,Low,12,Medium,Normal,0.39,9.5,Decent
6.9,0.57,0,2.8,0.081,High,41,Low,Normal,0.52,10.8,Decent
9,0.6,0.29,2,0.069,Unknown,73,Medium,Normal,0.57,10,Decent
7.2,0.62,0.01,2.3,0.065,Medium,46,Low,Normal,0.51,11.8,Fine
7.6,0.645,0.03,1.9,0.086,Medium,57,High,Normal,0.46,10.3,Decent
7.6,0.645,0.03,1.9,0.086,Medium,57,High,Normal,0.46,10.3,Decent
7.2,0.58,0.03,2.3,0.077,Low,28,Medium,Normal,0.52,10,Decent
6.1,0.32,0.25,1.8,0.086,Low,32,Low,Normal,0.44,10.1,Decent
6.1,0.34,0.25,1.8,0.084,Low,28,Low,Normal,0.44,10.1,Decent
7.3,0.43,0.24,2.5,0.078,Unknown,67,Medium,Very Basic,0.59,11.1,Fine
7.4,0.64,0.17,5.4,0.168,Unknown,98,High,Normal,0.5,9.5,Decent
11.6,0.475,0.4,1.4,0.091,Low,28,High,Very Accidic,0.65,1003333333,Fine
9.2,0.54,0.31,2.3,0.112,Medium,38,High,Normal,0.56,10.9,Decent
8.3,0.85,0.14,2.5,0.093,Medium,54,High,Normal,0.54,10.1,Decent
11.6,0.475,0.4,1.4,0.091,Low,28,High,Very Accidic,0.65,1003333333,Fine
8,0.83,0.27,2,0.08,Medium,63,Medium,Normal,0.48,9.8,Fair
7.2,0.605,0.02,1.9,0.096,Medium,31,Low,Normal,0.53,11.8,Fine
7.8,0.5,0.09,2.2,0.115,Medium,42,High,Normal,0.62,9.5,Decent
7.3,0.74,0.08,1.7,0.094,Medium,45,Medium,Normal,0.5,9.8,Decent
6.9,0.54,0.3,2.2,0.088,Medium,105,High,Normal,1.18,10.5,Fine
8,0.77,0.32,2.1,0.079,High,74,Medium,Normal,0.5,9.8,Fine
6.6,0.61,0,1.6,0.069,Low,8,Low,Normal,0.37,10.4,Fair
8.7,0.78,0.51,1.7,0.415,Medium,66,Medium,Very Accidic,1.17,9.2,Decent
7.5,0.58,0.56,3.1,0.153,Low,14,Low,Normal,1.03,11.6,Fine
8.7,0.78,0.51,1.7,0.415,Medium,66,Medium,Very Accidic,1.17,9.2,Decent
7.7,0.75,0.27,3.8,0.11,Unknown,89,Medium,Normal,0.45,9.3,Decent
6.8,0.815,0,1.2,0.267,High,29,Low,Normal,0.51,9.8,Fair
7.2,0.56,0.26,2,0.083,Medium,100,Medium,Normal,0.52,9.9,Decent
8.2,0.885,0.2,1.4,0.086,Low,31,Low,Very Accidic,0.46,10,Decent
5.2,0.49,0.26,2.3,0.09,Unknown,74,Low,Unknown,0.62,12.2,Fine
7.2,0.45,0.15,2,0.078,Medium,28,Medium,Normal,0.51,9.9,Fine
7.5,0.57,0.02,2.6,0.077,Medium,35,Low,Normal,0.62,10.8,Fine
7.5,0.57,0.02,2.6,0.077,Medium,35,Low,Normal,0.62,10.8,Fine
6.8,0.83,0.09,1.8,0.074,Low,25,Low,Normal,0.45,9.6,Decent
8,0.6,0.22,2.1,0.08,Unknown,105,Medium,Normal,0.49,9.9,Decent
8,0.6,0.22,2.1,0.08,Unknown,105,Medium,Normal,0.49,9.9,Decent
7.1,0.755,0.15,1.8,0.107,High,84,Medium,Normal,0.5,9.5,Decent
8,0.81,0.25,3.4,0.076,Unknown,85,Medium,Normal,0.42,9.2,Decent
7.4,0.64,0.07,1.8,0.1,Medium,23,Medium,Normal,0.58,9.6,Decent
7.4,0.64,0.07,1.8,0.1,Medium,23,Medium,Normal,0.58,9.6,Decent
6.6,0.64,0.31,6.1,0.083,Low,49,High,Normal,0.68,10.3,Decent
6.7,0.48,0.02,2.2,0.08,Unknown,111,Low,Very Accidic,0.53,9.7,Decent
6,0.49,0,2.3,0.068,High,33,Low,Very Basic,0.59,12.5,Fine
8,0.64,0.22,2.4,0.094,Low,33,Medium,Normal,0.58,11,Decent
7.1,0.62,0.06,1.3,0.07,Low,12,Low,Normal,0.48,9.8,Decent
8,0.52,0.25,2,0.078,High,59,Medium,Normal,0.48,10.2,Decent
6.4,0.57,0.14,3.9,0.07,Unknown,73,Medium,Normal,0.48,9.2,Decent
8.6,0.685,0.1,1.6,0.092,Low,12,High,Normal,0.65,9.55,Fine
8.7,0.675,0.1,1.6,0.09,Low,11,High,Normal,0.65,9.55,Decent
7.3,0.59,0.26,2,0.08,High,104,Medium,Normal,0.52,9.9,Decent
7,0.6,0.12,2.2,0.083,Medium,28,Medium,Very Basic,0.62,10.2,Good
7.2,0.67,0,2.2,0.068,Medium,24,Low,Normal,0.72,11.1,Fine
7.9,0.69,0.21,2.1,0.08,Unknown,141,Medium,Normal,0.51,9.9,Decent
7.9,0.69,0.21,2.1,0.08,Unknown,141,Medium,Normal,0.51,9.9,Decent
7.6,0.3,0.42,2,0.052,Low,24,Medium,Normal,0.82,11.9,Fine
7.2,0.33,0.33,1.7,0.061,Low,13,Medium,Normal,1.1,10,Great
8,0.5,0.39,2.6,0.082,Medium,46,Very High,Normal,0.62,10.7,Fine
7.7,0.28,0.3,2,0.062,High,34,Low,Normal,0.9,11.3,Good
8.2,0.24,0.34,5.1,0.062,Medium,22,High,Normal,0.94,10.9,Fine
6,0.51,0,2.1,0.064,Unknown,54,Low,Very Basic,0.93,10.7,Fine
8.1,0.29,0.36,2.2,0.048,Unknown,53,Low,Normal,1.01,12.4,Good
6,0.51,0,2.1,0.064,Unknown,54,Low,Very Basic,0.93,10.7,Fine
6.6,0.96,0,1.8,0.082,Low,16,Low,Very Basic,0.44,11.9,Fine
6.4,0.47,0.4,2.4,0.071,Medium,19,Medium,Very Basic,0.73,10.6,Fine
8.2,0.24,0.34,5.1,0.062,Medium,22,High,Normal,0.94,10.9,Fine
9.9,0.57,0.25,2,0.104,Medium,89,Medium,Very Accidic,0.9,10.1,Decent
10,0.32,0.59,2.2,0.077,Low,15,Very High,Normal,0.78,9.6,Decent
6.2,0.58,0,1.6,0.065,Medium,18,Medium,Very Basic,0.84,9.4,Decent
10,0.32,0.59,2.2,0.077,Low,15,Very High,Normal,0.78,9.6,Decent
7.3,0.34,0.33,2.5,0.064,High,37,Low,Normal,0.77,12.1,Good
7.8,0.53,0.01,1.6,0.077,Low,19,Low,Normal,0.46,9.8,Decent
7.7,0.64,0.21,2.2,0.077,Unknown,133,Low,Normal,0.45,9.9,Decent
7.8,0.53,0.01,1.6,0.077,Low,19,Low,Normal,0.46,9.8,Decent
7.5,0.4,0.18,1.6,0.079,Unknown,58,Medium,Normal,0.58,9.4,Decent
7,0.54,0,2.1,0.079,Unknown,55,Low,Normal,0.84,11.4,Fine
6.4,0.53,0.09,3.9,0.123,Medium,31,High,Very Basic,0.67,11,Fair
8.3,0.26,0.37,1.4,0.076,Medium,23,High,Normal,0.7,9.6,Fine
8.3,0.26,0.37,1.4,0.076,Medium,23,High,Normal,0.7,9.6,Fine
7.7,0.23,0.37,1.8,0.046,Unknown,60,High,Normal,0.71,12.1,Fine
7.6,0.41,0.33,2.5,0.078,Low,23,Medium,Normal,0.58,11.2,Decent
7.8,0.64,0,1.9,0.072,Unknown,55,Medium,Normal,0.63,11,Decent
7.9,0.18,0.4,2.2,0.049,Unknown,67,Medium,Normal,0.93,11.3,Decent
7.4,0.41,0.24,1.8,0.066,High,47,Low,Normal,0.62,10.4,Decent
7.6,0.43,0.31,2.1,0.069,Medium,74,Medium,Normal,0.54,9.9,Fine
5.9,0.44,0,1.6,0.042,Low,11,Low,Normal,0.85,11.7,Fine
6.1,0.4,0.16,1.8,0.069,Medium,25,Low,Normal,0.74,10.1,Good
10.2,0.54,0.37,15.4,0.214,Unknown,95,Very High,Normal,0.77,9,Fine
10.2,0.54,0.37,15.4,0.214,Unknown,95,Very High,Normal,0.77,9,Fine
10,0.38,0.38,1.6,0.169,Unknown,90,Very High,Normal,0.65,8.5,Decent
6.8,0.915,0.29,4.8,0.07,High,39,Medium,Very Basic,0.54,11.1,Decent
7,0.59,0,1.7,0.052,Low,8,Medium,Normal,0.47,10.3,Decent
7.3,0.67,0.02,2.2,0.072,Unknown,92,Medium,Normal,0.68,1106666667,Fine
7.2,0.37,0.32,2,0.062,High,28,Low,Normal,0.73,11.3,Good
7.4,0.785,0.19,5.2,0.094,High,98,High,Normal,0.52,9566666667,Fine
6.9,0.63,0.02,1.9,0.078,High,30,High,Normal,0.75,9.8,Decent
6.9,0.58,0.2,1.75,0.058,Medium,22,Low,Normal,0.49,11.7,Decent
7.3,0.67,0.02,2.2,0.072,Unknown,92,Medium,Normal,0.68,11.1,Fine
7.4,0.785,0.19,5.2,0.094,High,98,High,Normal,0.52,9.6,Fine
6.9,0.63,0.02,1.9,0.078,High,30,High,Normal,0.75,9.8,Decent
6.8,0.67,0,1.9,0.08,Unknown,39,High,Normal,0.74,9.7,Decent
6.9,0.58,0.01,1.9,0.08,Unknown,54,High,Normal,0.73,9.7,Decent
7.2,0.38,0.31,2,0.056,High,29,Low,Normal,0.76,11.3,Great
7.2,0.37,0.32,2,0.062,High,28,Low,Normal,0.73,11.3,Good
7.8,0.32,0.44,2.7,0.104,Medium,17,High,Normal,0.78,11,Good
6.6,0.58,0.02,2,0.062,Unknown,53,Low,Normal,0.76,11.6,Good
7.6,0.49,0.33,1.9,0.074,Unknown,85,High,Normal,0.58,9,Decent
11.7,0.45,0.63,2.2,0.073,Low,23,Very High,Normal,0.69,10.9,Fine
6.5,0.9,0,1.6,0.052,Medium,17,Low,Very Basic,0.63,10.9,Fine
6,0.54,0.06,1.8,0.05,Unknown,89,Low,Normal,0.5,10.55,Fine
7.6,0.49,0.33,1.9,0.074,Unknown,85,High,Normal,0.58,9,Decent
8.4,0.29,0.4,1.7,0.067,Medium,20,Medium,Normal,0.6,10.5,Decent
7.9,0.2,0.35,1.7,0.054,Low,15,Low,Normal,0.8,11.9,Good
6.4,0.42,0.09,2.3,0.054,Unknown,64,High,Normal,0.68,10.4,Fine
6.2,0.785,0,2.1,0.06,Low,13,Medium,Very Basic,0.61,10,Fair
6.8,0.64,0.03,2.3,0.075,Medium,31,Low,Normal,0.58,10.4,Fine
6.9,0.63,0.01,2.4,0.076,Medium,39,Low,Normal,0.53,10.8,Fine
6.8,0.59,0.1,1.7,0.063,Unknown,53,Medium,Normal,0.67,9.7,Decent
6.8,0.59,0.1,1.7,0.063,Unknown,53,Medium,Normal,0.67,9.7,Decent
7.3,0.48,0.32,2.1,0.062,Unknown,54,High,Normal,0.65,10,Good
6.7,1.04,0.08,2.3,0.067,High,32,Medium,Very Basic,0.57,11,Fair
7.3,0.48,0.32,2.1,0.062,Unknown,54,High,Normal,0.65,10,Good
7.3,0.98,0.05,2.1,0.061,High,49,High,Normal,0.55,9.7,Fair
10,0.69,0.11,1.4,0.084,Medium,24,Medium,Very Accidic,0.47,9.7,Decent
6.7,0.7,0.08,3.75,0.067,Medium,16,Low,Normal,0.52,12.6,Decent
7.6,0.35,0.6,2.6,0.073,Unknown,44,Medium,Normal,0.79,11.1,Fine
6.1,0.6,0.08,1.8,0.071,Medium,45,Low,Normal,0.54,11,Decent
9.9,0.5,0.5,13.8,0.205,Unknown,82,Very High,Normal,0.75,8.8,Decent
5.3,0.47,0.11,2.2,0.048,High,89,Low,Very Basic,0.88,1356666667,Good
9.9,0.5,0.5,13.8,0.205,Unknown,82,Very High,Normal,0.75,8.8,Decent
5.3,0.47,0.11,2.2,0.048,High,89,Low,Very Basic,0.88,13.6,Good
7.1,0.875,0.05,5.7,0.082,Low,14,Very High,Normal,0.52,10.2,Fair
8.2,0.28,0.6,3,0.104,Medium,22,Very High,Normal,0.68,10.6,Decent
5.6,0.62,0.03,1.5,0.08,Low,13,Low,Unknown,0.62,10.1,Fair
8.2,0.28,0.6,3,0.104,Medium,22,Very High,Normal,0.68,10.6,Decent
7.2,0.58,0.54,2.1,0.114,Low,9,High,Normal,0.57,10.3,Fair
8.1,0.33,0.44,1.5,0.042,Low,12,Low,Normal,0.61,10.7,Decent
6.8,0.91,0.06,2,0.06,Low,11,Medium,Very Basic,0.64,10.9,Fair
7,0.655,0.16,2.1,0.074,Medium,25,Medium,Normal,0.55,9.7,Decent
6.8,0.68,0.21,2.1,0.07,Medium,23,Low,Normal,0.6,10.3,Decent
6,0.64,0.05,1.9,0.066,Medium,17,Low,Very Basic,0.78,10.6,Decent
5.6,0.54,0.04,1.7,0.049,Low,13,Low,Unknown,0.58,11.4,Decent
6.2,0.57,0.1,2.1,0.048,Low,11,Low,Normal,0.76,10.8,Fine
7.1,0.22,0.49,1.8,0.039,Medium,18,Low,Normal,0.56,12.4,Fine
5.6,0.54,0.04,1.7,0.049,Low,13,Low,Unknown,0.58,11.4,Decent
6.2,0.65,0.06,1.6,0.05,Low,18,Low,Very Basic,0.54,11.95,Decent
7.7,0.54,0.26,1.9,0.089,Unknown,147,Medium,Normal,0.59,9.7,Decent
6.4,0.31,0.09,1.4,0.066,High,28,Low,Normal,0.7,10,Good
7,0.43,0.02,1.9,0.08,High,28,Low,Normal,0.81,10.6,Fine
7.7,0.54,0.26,1.9,0.089,Unknown,147,Medium,Normal,0.59,9.7,Decent
6.9,0.74,0.03,2.3,0.054,Low,16,Low,Normal,0.63,11.5,Fine
6.6,0.895,0.04,2.3,0.068,Low,13,Medium,Very Basic,0.58,10.8,Fine
6.9,0.74,0.03,2.3,0.054,Low,16,Low,Normal,0.63,11.5,Fine
7.5,0.725,0.04,1.5,0.076,Medium,15,Low,Normal,0.53,9.6,Decent
7.8,0.82,0.29,4.3,0.083,High,64,Medium,Normal,0.53,9.4,Decent
7.3,0.585,0.18,2.4,0.078,High,60,Medium,Normal,0.54,9.8,Decent
6.2,0.44,0.39,2.5,0.077,Low,14,Low,Very Basic,0.69,11,Fine
7.5,0.38,0.57,2.3,0.106,Low,12,Medium,Normal,0.55,11.4,Fine
6.7,0.76,0.02,1.8,0.078,Low,12,Medium,Very Basic,0.63,9.95,Fair
6.8,0.81,0.05,2,0.07,Low,14,Medium,Very Basic,0.66,10.8,Fine
7.5,0.38,0.57,2.3,0.106,Low,12,Medium,Normal,0.55,11.4,Fine
7.1,0.27,0.6,2.1,0.074,High,25,Very High,Normal,0.72,10.6,Fine
7.9,0.18,0.4,1.8,0.062,Low,20,Low,Normal,0.7,11.1,Decent
6.4,0.36,0.21,2.2,0.047,Unknown,48,Medium,Normal,0.77,9.7,Fine
7.1,0.69,0.04,2.1,0.068,High,27,High,Normal,0.67,9.8,Decent
6.4,0.79,0.04,2.2,0.061,Medium,17,Medium,Very Basic,0.65,10.4,Fine
6.4,0.56,0.15,1.8,0.078,High,65,Low,Normal,0.6,10.5,Fine
6.9,0.84,0.21,4.1,0.074,High,65,Very High,Very Basic,0.72,9233333333,Fine
6.9,0.84,0.21,4.1,0.074,High,65,Very High,Very Basic,0.72,9.25,Fine
6.1,0.32,0.25,2.3,0.071,Unknown,58,Medium,Normal,0.97,10.6,Decent
6.5,0.53,0.06,2,0.063,Unknown,44,Low,Normal,0.83,10.3,Fine
7.4,0.47,0.46,2.2,0.114,Low,20,Medium,Normal,0.63,10.5,Decent
6.6,0.7,0.08,2.6,0.106,Medium,27,Medium,Normal,0.58,10.2,Decent
6.5,0.53,0.06,2,0.063,Unknown,44,Low,Normal,0.83,10.3,Fine
6.9,0.48,0.2,1.9,0.082,Medium,23,Medium,Normal,0.43,9.05,Fair
6.1,0.32,0.25,2.3,0.071,Unknown,58,Medium,Normal,0.97,10.6,Decent
6.8,0.48,0.25,2,0.076,Unknown,61,Low,Normal,0.6,10.4,Decent
6,0.42,0.19,2,0.075,Unknown,47,Low,Normal,0.78,10,Fine
6.7,0.48,0.08,2.1,0.064,High,34,Low,Normal,0.64,9.7,Decent
6.8,0.47,0.08,2.2,0.064,High,38,Low,Normal,0.65,9.6,Fine
7.1,0.53,0.07,1.7,0.071,High,24,Low,Normal,0.66,10.8,Fine
7.9,0.29,0.49,2.2,0.096,High,59,High,Normal,0.67,10.1,Fine
7.1,0.69,0.08,2.1,0.063,Unknown,52,Medium,Normal,0.6,10.2,Fine
6.6,0.44,0.09,2.2,0.063,Medium,18,Low,Normal,0.69,11.3,Fine
6.1,0.705,0.1,2.8,0.081,Medium,28,Medium,Very Basic,0.66,10.2,Decent
7.2,0.53,0.13,2,0.058,High,22,Medium,Normal,0.68,9.9,Fine
8,0.39,0.3,1.9,0.074,Unknown,84,High,Normal,0.61,9,Decent
6.6,0.56,0.14,2.4,0.064,Medium,29,Low,Normal,0.62,11.7,Good
7,0.55,0.13,2.2,0.075,High,35,Medium,Normal,0.59,9.7,Fine
6.1,0.53,0.08,1.9,0.077,Unknown,45,Low,Very Basic,0.68,10.3,Fine
5.4,0.58,0.08,1.9,0.059,High,31,Low,Very Basic,0.64,10.2,Fine
6.2,0.64,0.09,2.5,0.081,High,26,Low,Very Basic,0.63,12,Decent
7.2,0.39,0.32,1.8,0.065,Unknown,60,High,Normal,0.78,9.9,Decent
6.2,0.52,0.08,4.4,0.071,Medium,32,Medium,Very Basic,0.63,11.6,Fine
7.4,0.25,0.29,2.2,0.054,High,49,Medium,Normal,0.76,10.9,Good
6.7,0.855,0.02,1.9,0.064,Unknown,38,Low,Normal,0.56,10.75,Fine
11.1,0.44,0.42,2.2,0.064,Medium,19,High,Normal,0.57,10.4,Fine
8.4,0.37,0.43,2.3,0.063,Medium,19,Low,Normal,0.81,11.2,Good
6.5,0.63,0.33,1.8,0.059,High,28,Low,Normal,0.64,10.1,Fine
7,0.57,0.02,2,0.072,High,26,Medium,Normal,0.61,10.2,Decent
6.3,0.6,0.1,1.6,0.048,Medium,26,Low,Very Basic,0.51,12.1,Decent
11.2,0.4,0.5,2,0.099,High,50,High,Very Accidic,0.58,10.4,Decent
7.4,0.36,0.3,1.8,0.074,High,24,Low,Normal,0.7,11.4,Great
7.1,0.68,0,2.3,0.087,High,26,High,Normal,0.53,9.5,Decent
7.1,0.67,0,2.3,0.083,High,27,High,Normal,0.54,9.4,Decent
6.3,0.68,0.01,3.7,0.103,Unknown,54,Medium,Very Basic,0.66,11.3,Fine
7.3,0.735,0,2.2,0.08,High,28,High,Normal,0.6,9.4,Decent
6.6,0.855,0.02,2.4,0.062,High,23,Medium,Very Basic,0.6,11,Fine
7,0.56,0.17,1.7,0.065,High,24,Low,Normal,0.68,10.55,Good
6.6,0.88,0.04,2.2,0.066,Medium,20,Medium,Very Basic,0.56,9.9,Decent
6.6,0.855,0.02,2.4,0.062,High,23,Medium,Very Basic,0.6,11,Fine
6.9,0.63,0.33,6.7,0.235,Unknown,115,Very High,Normal,0.56,9.5,Decent
7.8,0.6,0.26,2,0.08,Unknown,131,Medium,Normal,0.52,9.9,Decent
7.8,0.6,0.26,2,0.08,Unknown,131,Medium,Normal,0.52,9.9,Decent
7.8,0.6,0.26,2,0.08,Unknown,131,Medium,Normal,0.52,9.9,Decent
7.2,0.695,0.13,2,0.076,Medium,20,Low,Normal,0.54,10.1,Decent
7.2,0.695,0.13,2,0.076,Medium,20,Low,Normal,0.54,10.1,Decent
7.2,0.695,0.13,2,0.076,Medium,20,Low,Normal,0.54,10.1,Decent
6.7,0.67,0.02,1.9,0.061,Unknown,42,Low,Normal,0.82,10.9,Fine
6.7,0.16,0.64,2.1,0.059,Unknown,52,Low,Normal,0.71,11.2,Fine
7.2,0.695,0.13,2,0.076,Medium,20,Low,Normal,0.54,10.1,Decent
7,0.56,0.13,1.6,0.077,Unknown,42,Medium,Normal,0.59,9.2,Decent
